W,L,VD,VG,ID,gm
5,5,1.0,2.95,3.4654254865541555e-09,1.4634069362814697e-08
5,5,1.0,3.0,4.272044990875239e-09,1.7716421244374878e-08
5,5,1.0,3.05,5.2462218180718366e-09,2.1348196121758634e-08
5,5,1.0,3.1,6.417243489208213e-09,2.560285518932597e-08
5,5,1.0,3.15,7.818186085923872e-09,3.0558363049749356e-08
5,5,1.0,3.2,9.486119991847308e-09,3.629637147686735e-08
5,5,1.0,3.25,1.1462268885516195e-08,4.2901164470433093e-08
5,5,1.0,3.3,1.3792109931019388e-08,5.045836126995181e-08
5,5,1.0,3.35,1.6525403166017624e-08,5.905338298185408e-08
5,5,1.0,3.4,1.9716138614247723e-08,6.876969838587311e-08
5,5,1.0,3.45,2.3422390687280235e-08,7.968687490761192e-08
5,5,1.0,3.5,2.7706071001715006e-08,9.187847118609556e-08
5,5,1.0,3.55,3.2632572810869545e-08,1.054098175912663e-07
5,5,1.0,3.6,3.8270302794853827e-08,1.2033573990578316e-07
5,5,1.0,3.65,4.4690098902856174e-08,1.3669828864654696e-07
5,5,1.0,3.7,5.1964536204457925e-08,1.5452454168889035e-07
5,5,1.0,3.75,6.016712616904441e-08,1.7382455058407093e-07
5,5,1.0,3.8,6.937141832362625e-08,1.9458950095993896e-07
5,5,1.0,3.85,7.965001669941653e-08,2.1679015453522924e-07
5,5,1.0,3.9,9.10735267230972e-08,2.4037563457895886e-07
5,5,1.0,3.95,1.0370945110172037e-07,2.6527260827911057e-07
5,5,1.0,4.0,1.1762105566427366e-07,2.9138490876179207e-07
5,5,1.0,4.05,1.328662279509342e-07,3.1859362686128827e-07
5,5,1.0,4.1,1.494963525000379e-07,3.4675768871833195e-07
5,5,1.0,4.15,1.6755522721847534e-07,3.7571492048050705e-07
5,5,1.0,4.2,1.8707804491048673e-07,4.0528358642850123e-07
